"index","importance","stddev","p_value","n","p99_high","p99_low"
"adep_elevation","0.44697345696658886","0","0","1","0","0"
"stats_MOVE_CACM_UNK_x","0.4445210114163274","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_y","0.4131208241433342","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_x","0.3979289761223299","0","0","1","0","0"
"openap_cruise_sfc","0.3931860543111725","0","0","1","0","0"
"openap_ei_co_app","0.37151549558393526","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_x","0.36335159667714834","0","0","1","0","0"
"openap_cruise_mach","0.3607362089101116","0","0","1","0","0"
"ades_skyl4","0.3562799906053442","0","0","1","0","0"
"adep_type","0.34036332803088953","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_y","0.3346441445610253","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_y","0.32139734971542566","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_x","0.309046619034234","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_y","0.2817218254872387","0","0","1","0","0"
"ades_skyl3","0.27334176788008335","0","0","1","0","0"
"openap_bpr","0.2460590608743587","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_y","0.2409926249788441","0","0","1","0","0"
"ades_skyc3","0.23141743176984164","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_x","0.2190717926278012","0","0","1","0","0"
"stats_MOVE_CACM_UNK_y","0.2119176273577068","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_x","0.20406825222971747","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_y","0.1854839693669419","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_y","0.1779626273246322","0","0","1","0","0"
"openap_fuel_ch","0.14901634370971806","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_y","0.13672436501019547","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_x","0.13448003162557143","0","0","1","0","0"
"runway_adep_length_ft","0.13401472946361537","0","0","1","0","0"
"ades_gust","0.12478890924330699","0","0","1","0","0"
"ades_elevation_x","0.11108158902197829","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_y","0.10571933643859666","0","0","1","0","0"
"openap_engine.mount","0.10193227594345444","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_y","0.09317019669606452","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_y","0.08567274456845553","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_x","0.08565177677473912","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_x","0.07723617067222222","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_x","0.07469274079130628","0","0","1","0","0"
"runway_ades_length_ft","0.07434265179608701","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_y","0.07204278638346295","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_x","0.06811220941744978","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_y","0.06085023778905452","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_x","0.05871880228369264","0","0","1","0","0"
"has_cruise_trajectory","0.05096060988262252","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_y","0.04204822634073935","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_y","0.037439657184677344","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_y","0.037146301749544364","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_x","0.02931442786120897","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_y","0.020419882970600156","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_y","0.01426001835761781","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_x","0.010710918906170264","0","0","1","0","0"
"openap_cruise_alt","0.0045497870651161065","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_y","0.002514612847335229","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_y","0.00011452664602984441","0","0","1","0","0"
"adep_local_offblock_time","0","0","0","1","0","0"
"openap_engine.type","0","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by manufacturing, construction and non-fuel mining industry_x","0","0","0","1","0","0"
"takeoff_mean_acceleration","0","0","0","1","0","0"
"ades_local_arrival_time","0","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_x","-0.0008125868334900588","0","0","1","0","0"
"taxi_out_time_s","-0.005715746946862055","0","0","1","0","0"
"ades_type","-0.011155423031141254","0","0","1","0","0"
"ades_skyc4","-0.02054695854212696","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_x","-0.0362908077040629","0","0","1","0","0"
"openap_ceiling","-0.04708580988653921","0","0","1","0","0"
"stats_MOVE_ACM_UNK_y","-0.057204740143333765","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_y","-0.08179810825595268","0","0","1","0","0"
"openap_flaps.cf/c","-0.10906979431820218","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_x","-0.264188697503414","0","0","1","0","0"
"openap_pr","-0.3274269395042211","0","0","1","0","0"
"ades_vsby","-0.3464088697751322","0","0","1","0","0"
"openap_ei_hc_co","-0.4023203920346532","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_y","-0.49863715868650615","0","0","1","0","0"
"runway_ades_le_elevation_ft","-0.8502794274322696","0","0","1","0","0"
"Cost Index","-4.550933263570641","0","0","1","0","0"
"wtc","43680.34141784779","0","0","1","0","0"
"airline_aircraft","10044.965943540614","0","0","1","0","0"
"aircraft_type","4653.621489673983","0","0","1","0","0"
"route","1740.1871966285553","0","0","1","0","0"
"MLW","1595.9578378452889","0","0","1","0","0"
"cruise_altitude","1345.37860797935","0","0","1","0","0"
"MTOW","1030.02161045121","0","0","1","0","0"
"Service Ceiling(ft)","870.2267349930707","0","0","1","0","0"
"flown_distance","493.3223270332933","0","0","1","0","0"
"flight_duration","401.7192512347201","0","0","1","0","0"
"ZFW","368.6350059338629","0","0","1","0","0"
"callsign","345.8197553122095","0","0","1","0","0"
"route_distance_km","344.1085333887577","0","0","1","0","0"
"Seats Economy_Comfort_Class","299.3323053620011","0","0","1","0","0"
"route_distance_mi","276.76561825034014","0","0","1","0","0"
"air_time_hours","234.7014637239413","0","0","1","0","0"
"ramp_to_ramp_hours","233.17664279522614","0","0","1","0","0"
"Fuel Flow","188.09736989209296","0","0","1","0","0"
"Fuel Capacity","177.90555323912076","0","0","1","0","0"
"initclimb_max_climb","162.54383384943276","0","0","1","0","0"
"average_headwind","141.3039705784936","0","0","1","0","0"
"arrival_time","106.57548154644064","0","0","1","0","0"
"is_long_distance_flight","105.42670841359632","0","0","1","0","0"
"v2_speed_kt","95.19488591758818","0","0","1","0","0"
"onblock_time","68.11016904517737","0","0","1","0","0"
"takeoff_time","67.82178925235667","0","0","1","0","0"
"ades","65.84546978138178","0","0","1","0","0"
"valid","65.32251496891786","0","0","1","0","0"
"track_distance_m","59.970700770626536","0","0","1","0","0"
"ades_city","53.15889513534967","0","0","1","0","0"
"Seats Business_Class","49.43836264862148","0","0","1","0","0"
"adep","48.943943856664646","0","0","1","0","0"
"actual_offblock_time","46.88963482705458","0","0","1","0","0"
"airline","44.28549961162935","0","0","1","0","0"
"Range(nm)","43.509780515438706","0","0","1","0","0"
"ades_region","41.096506476586","0","0","1","0","0"
"date","40.88324231879642","0","0","1","0","0"
"Cruising Speed(mach)","38.9784453614343","0","0","1","0","0"
"adep_city","38.96110720324259","0","0","1","0","0"
"Cargo Capacity","36.94966306415745","0","0","1","0","0"
"mean_cruise_speed","34.31301676528847","0","0","1","0","0"
"Seats Total","34.138936250828465","0","0","1","0","0"
"median_cruise_speed","31.245209673476893","0","0","1","0","0"
"week","29.393837143117253","0","0","1","0","0"
"initclimb_median_alt","26.22769494837212","0","0","1","0","0"
"runway_adep_le_displaced_threshold_ft","23.04919528673554","0","0","1","0","0"
"initclimb_min_gs","22.066791000091143","0","0","1","0","0"
"Seats First_Class","21.962718033445526","0","0","1","0","0"
"ades_tz","20.873225231840934","0","0","1","0","0"
"adep_tz","20.103466976191157","0","0","1","0","0"
"is_week_day","19.882918927997707","0","0","1","0","0"
"country_code_adep","18.763899890631365","0","0","1","0","0"
"lowest_cruise_speed","17.388931862409663","0","0","1","0","0"
"is_flight_from_US","17.096966400614292","0","0","1","0","0"
"Seats Economy_Class","16.616615496297527","0","0","1","0","0"
"day_of_week","14.816527724614389","0","0","1","0","0"
"Seats Premium_Economy_Class","13.096899314493385","0","0","1","0","0"
"country_code_ades","12.010478887907993","0","0","1","0","0"
"min_headwind","11.972715355207129","0","0","1","0","0"
"day","10.793575690535363","0","0","1","0","0"
"month","10.312875024924324","0","0","1","0","0"
"fuel_price_ades","9.994252203035558","0","0","1","0","0"
"initclimb_mean_alt","9.641505573378709","0","0","1","0","0"
"highest_cruise_speed","9.205212818230393","0","0","1","0","0"
"cruise_speed_std","7.430449535773278","0","0","1","0","0"
"ades_skyc1","6.962995918780507","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_y","6.870371111353052","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_x","6.741864664664718","0","0","1","0","0"
"adep_region","6.587970761323959","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_x","6.517090785490382","0","0","1","0","0"
"std_headwind","6.129859531179136","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_x","5.6538345724252395","0","0","1","0","0"
"ades_wxcodes","5.57780994376526","0","0","1","0","0"
"max_headwind","5.416679263615151","0","0","1","0","0"
"ades_alti","5.336051704724468","0","0","1","0","0"
"ades_sknt","5.236330088428531","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_y","4.8019172336707925","0","0","1","0","0"
"is_flight_to_US","4.320518026800983","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_x","4.028162238489585","0","0","1","0","0"
"ades_tmpf","4.0266385402633205","0","0","1","0","0"
"has_takeoff_trajectory","3.6365700747496703","0","0","1","0","0"
"initclimb_median_climb","3.3640323683912357","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_x","3.13217545109228","0","0","1","0","0"
"ades_drct","3.0357241737742697","0","0","1","0","0"
"runway_ades_he_displaced_threshold_ft","3.0156612655700883","0","0","1","0","0"
"taxiout_time","3.012546750927868","0","0","1","0","0"
"ades_dwpf","2.922457837204547","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_y","2.917297759709072","0","0","1","0","0"
"has_landing_trajectory","2.63963600877878","0","0","1","0","0"
"ades_relh","2.6214568125674305","0","0","1","0","0"
"adep_continent","2.550237406337601","0","0","1","0","0"
"ades_lat_y","2.4978880765047506","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_x","2.4624953113370793","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_y","2.396666008413831","0","0","1","0","0"
"initclimb_max_gs","2.3327353936356303","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_y","2.2360224845460834","0","0","1","0","0"
"runway_ades_le_displaced_threshold_ft","2.186152471519563","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_y","2.146174676578994","0","0","1","0","0"
"ades_skyc2","2.10852419716457","0","0","1","0","0"
"ades_feel","2.0414050380309163","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_y","2.0212214416333154","0","0","1","0","0"
"initclimb_mean_climb","1.8986398974730037","0","0","1","0","0"
"ades_continent","1.835267759873659","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_x","1.7907976597507513","0","0","1","0","0"
"quarter","1.7179402497977208","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_y","1.7162451161070749","0","0","1","0","0"
"ades_skyl1","1.5919863899116535","0","0","1","0","0"
"initclimb_median_gs","1.5310516988047311","0","0","1","0","0"
"runway_adep_he_elevation_ft","1.503019763908469","0","0","1","0","0"
"ades_lat_x","1.4697197606010377","0","0","1","0","0"
"ades_skyl2","1.4137128907550505","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_x","1.3109888737153597","0","0","1","0","0"
"adep_lat","1.2783485617878796","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_x","1.2551180125678911","0","0","1","0","0"
"ades_lon_y","1.2251224215183356","0","0","1","0","0"
"initclimb_max_alt","1.097251636371766","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_x","1.0680157795786727","0","0","1","0","0"
"fuel_price_adep","0.9852143302387049","0","0","1","0","0"
"initclimb_mean_gs","0.9801445577231789","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_y","0.9783441965905695","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_x","0.9700148694073505","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_x","0.953604947403619","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_x","0.9369232398416898","0","0","1","0","0"
"runway_adep_length_ft","0.9288852021763887","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_x","0.8973197578829968","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_x","0.8224703903092632","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_x","0.8068148427691995","0","0","1","0","0"
"ades_vsby","0.7614394506395001","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_x","0.7349973471050362","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_y","0.7258839271412398","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_y","0.6854549319605212","0","0","1","0","0"
"stats_MOVE_ACM_UNK_x","0.6791505291103022","0","0","1","0","0"
"stats_MOVE_CACM_UNK_x","0.628036836857973","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_x","0.603047080343913","0","0","1","0","0"
"runway_adep_le_elevation_ft","0.5946570625906134","0","0","1","0","0"
"adep_elevation","0.5820517859369829","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_x","0.5592717180225009","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_y","0.547321706958428","0","0","1","0","0"
"runway_ades_le_elevation_ft","0.4705056291281835","0","0","1","0","0"
"ades_p01i","0.4421964995840426","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_x","0.4240203606400428","0","0","1","0","0"
"stats_MOVE_CACM_UNK_y","0.37417156073252045","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_y","0.36470667198364026","0","0","1","0","0"
"ades_elevation_y","0.35334227239491156","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_y","0.35052607362285926","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_x","0.34844253358960486","0","0","1","0","0"
"ades_skyl4","0.34812539283120714","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_y","0.3251677871676293","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_x","0.302139457188332","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_y","0.29005436000215923","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_x","0.24698012475482756","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_y","0.23714989354857607","0","0","1","0","0"
"ades_skyc3","0.22649297783891598","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_y","0.22213235247318153","0","0","1","0","0"
"stats_MOVE_ACM_UNK_y","0.20345899352514607","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_x","0.20306442949868142","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_y","0.199503218242171","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_y","0.19526559056430415","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_x","0.19039580638082043","0","0","1","0","0"
"adep_type","0.18983722550592574","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_y","0.16876730356034386","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_y","0.14745708852206008","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_y","0.14712269340861894","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_y","0.14644024651397558","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_y","0.1344177685523391","0","0","1","0","0"
"ades_skyc4","0.1309137410630683","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_y","0.1273689327208558","0","0","1","0","0"
"ades_gust","0.12118582857556248","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_y","0.11365337685901977","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_x","0.11338155111616288","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_x","0.10592028024666433","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_x","0.10216007246799563","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_y","0.09996128546163163","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_y","0.07422141904817181","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_y","0.062068697005088325","0","0","1","0","0"
"has_cruise_trajectory","0.0600740417085035","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_x","0.03934250148085994","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_x","0.03019167250067767","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_x","0.01713007629450658","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_y","0.014118627013885998","0","0","1","0","0"
"ades_type","0.0054596843351646385","0","0","1","0","0"
"takeoff_mean_acceleration","0","0","0","1","0","0"
"adep_local_offblock_time","0","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by manufacturing, construction and non-fuel mining industry_x","0","0","0","1","0","0"
"ades_local_arrival_time","0","0","0","1","0","0"
"taxi_out_time_s","-0.00021039908915554406","0","0","1","0","0"
"ades_skyl3","-0.09807749745141336","0","0","1","0","0"
"ades_lon_x","-0.13144369339534023","0","0","1","0","0"
"adep_lon","-0.2021696036049434","0","0","1","0","0"
"runway_ades_he_elevation_ft","-0.2659289732787329","0","0","1","0","0"
"runway_ades_length_ft","-0.2778663111980677","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_x","-0.27812724422892643","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_y","-0.4818579362045057","0","0","1","0","0"
"runway_adep_he_displaced_threshold_ft","-0.7962911365739274","0","0","1","0","0"
"ades_elevation_x","-0.8787798886964993","0","0","1","0","0"
"Cost Index","-1.1891331895944859","0","0","1","0","0"
"wtc","43338.052896063105","0","0","1","0","0"
"airline_aircraft","10044.04772292154","0","0","1","0","0"
"aircraft_type","4424.478180616205","0","0","1","0","0"
"MLW","2039.9764082747897","0","0","1","0","0"
"route","1602.6205370634452","0","0","1","0","0"
"Service Ceiling(ft)","1130.379398519458","0","0","1","0","0"
"MTOW","839.5191086672789","0","0","1","0","0"
"flight_duration","649.3613457971883","0","0","1","0","0"
"callsign","461.36068681813595","0","0","1","0","0"
"flown_distance","433.68621319860586","0","0","1","0","0"
"route_distance_km","345.5421277433302","0","0","1","0","0"
"route_distance_mi","335.6957085458548","0","0","1","0","0"
"ramp_to_ramp_hours","308.44077317723713","0","0","1","0","0"
"Seats Economy_Comfort_Class","297.2105664961214","0","0","1","0","0"
"air_time_hours","291.44932279042314","0","0","1","0","0"
"Fuel Capacity","270.9883639115901","0","0","1","0","0"
"ZFW","229.64414186413433","0","0","1","0","0"
"arrival_time","160.81984963907234","0","0","1","0","0"
"valid","127.16229820509989","0","0","1","0","0"
"Fuel Flow","118.87493236925502","0","0","1","0","0"
"takeoff_time","116.43836676156798","0","0","1","0","0"
"onblock_time","96.4547451380181","0","0","1","0","0"
"Range(nm)","95.13180331666672","0","0","1","0","0"
"is_long_distance_flight","94.57932750923237","0","0","1","0","0"
"ades","75.07216948635505","0","0","1","0","0"
"adep","69.49103167420799","0","0","1","0","0"
"actual_offblock_time","67.24772214807217","0","0","1","0","0"
"ades_city","63.32590308415092","0","0","1","0","0"
"date","63.04381467415533","0","0","1","0","0"
"adep_city","60.33046304878508","0","0","1","0","0"
"ades_region","57.99000710570954","0","0","1","0","0"
"Seats Business_Class","56.87994539401143","0","0","1","0","0"
"Seats Total","55.74921829505138","0","0","1","0","0"
"airline","48.47179095138699","0","0","1","0","0"
"is_week_day","45.76780632676264","0","0","1","0","0"
"Cargo Capacity","45.49836219034523","0","0","1","0","0"
"week","41.075583797962736","0","0","1","0","0"
"adep_tz","34.808169451790036","0","0","1","0","0"
"day_of_week","34.317537119390636","0","0","1","0","0"
"Cruising Speed(mach)","33.68153842520269","0","0","1","0","0"
"runway_adep_le_displaced_threshold_ft","33.52442078001286","0","0","1","0","0"
"ades_tz","31.054765022413903","0","0","1","0","0"
"country_code_adep","29.035008077472867","0","0","1","0","0"
"day","23.77656622766881","0","0","1","0","0"
"country_code_ades","23.274415721664354","0","0","1","0","0"
"is_flight_to_US","22.79878261702879","0","0","1","0","0"
"is_flight_from_US","21.14441584304359","0","0","1","0","0"
"Seats First_Class","17.0866374631255","0","0","1","0","0"
"fuel_price_ades","16.256640756557317","0","0","1","0","0"
"adep_region","14.470762193045175","0","0","1","0","0"
"ades_skyc1","14.062363301409277","0","0","1","0","0"
"month","13.684299220302364","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_y","13.001021529426453","0","0","1","0","0"
"Seats Economy_Class","12.905201996421965","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_x","12.646046204180038","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_x","11.676251429604235","0","0","1","0","0"
"ades_tmpf","11.111335264580703","0","0","1","0","0"
"Seats Premium_Economy_Class","10.614096175148006","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_y","9.734531150541898","0","0","1","0","0"
"ades_alti","9.625884144045813","0","0","1","0","0"
"ades_relh","9.03611724713528","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_x","8.839776998429898","0","0","1","0","0"
"ades_dwpf","8.776564205788418","0","0","1","0","0"
"ades_drct","8.430400273766736","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_y","8.178907392684323","0","0","1","0","0"
"runway_ades_le_displaced_threshold_ft","8.114642162352538","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_x","7.875029598421406","0","0","1","0","0"
"ades_wxcodes","7.480182078520102","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_y","6.9122675381117915","0","0","1","0","0"
"ades_skyl1","6.90870224648188","0","0","1","0","0"
"taxiout_time","6.266815174119984","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_x","5.825978224821483","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_x","5.771495187681012","0","0","1","0","0"
"runway_adep_he_displaced_threshold_ft","5.695319153330274","0","0","1","0","0"
"ades_feel","5.107793134726762","0","0","1","0","0"
"runway_ades_he_displaced_threshold_ft","4.863112375498531","0","0","1","0","0"
"ades_lat_y","4.718058286364794","0","0","1","0","0"
"ades_sknt","4.643292029633358","0","0","1","0","0"
"quarter","3.69812224602083","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_y","3.6027851943326823","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_y","3.5811976676077393","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_y","3.406507182909081","0","0","1","0","0"
"ades_skyl2","3.3163155459124027","0","0","1","0","0"
"ades_skyc2","3.1993887371550045","0","0","1","0","0"
"ades_lon_y","3.038421693537657","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_y","3.0316828256368353","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_x","2.8344145568430577","0","0","1","0","0"
"stats_MOVE_CACM_UNK_y","2.7767072942419873","0","0","1","0","0"
"adep_lat","2.6677225056887437","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_y","2.666288005143997","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_y","2.615723403802349","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_y","2.5657365386086894","0","0","1","0","0"
"adep_lon","2.4560792617303377","0","0","1","0","0"
"ades_lat_x","2.3435111885696642","0","0","1","0","0"
"ades_lon_x","2.144431235925367","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_x","2.025176883425047","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_x","1.9493710262536297","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_y","1.948350581798877","0","0","1","0","0"
"runway_adep_he_elevation_ft","1.7946891073988809","0","0","1","0","0"
"adep_continent","1.7818836030451166","0","0","1","0","0"
"runway_adep_length_ft","1.768428011616379","0","0","1","0","0"
"ades_continent","1.7402730074463761","0","0","1","0","0"
"ades_vsby","1.710051855396614","0","0","1","0","0"
"runway_adep_le_elevation_ft","1.6764546986478308","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_x","1.6262691604056272","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_y","1.5916924658904463","0","0","1","0","0"
"adep_elevation","1.5114567694408834","0","0","1","0","0"
"runway_ades_he_elevation_ft","1.4735245944802955","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_x","1.4676510245817553","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_x","1.3482421415133103","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_x","1.3179160577860785","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_x","1.2981528102986886","0","0","1","0","0"
"ades_elevation_y","1.2895533197292934","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_y","1.2569648483258788","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_x","1.2403012066802148","0","0","1","0","0"
"stats_MOVE_ACM_UNK_y","1.1397519111505972","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_x","1.0787957892612212","0","0","1","0","0"
"adep_type","1.0168678310833457","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_x","0.8793604019579107","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_x","0.7733682659722945","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_x","0.7654371593116593","0","0","1","0","0"
"ades_elevation_x","0.7614215615440116","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_x","0.7611273818242807","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_y","0.7569842053367211","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_y","0.74350907752887","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_x","0.730085985781443","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_y","0.6969631112006027","0","0","1","0","0"
"stats_MOVE_ACM_UNK_x","0.6639767135966395","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_y","0.6610896431684523","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_y","0.6477234851063258","0","0","1","0","0"
